state,jurisdiction,clinton,trump,johnson,stein,other,totalvotes,,
OK,LATIMER,797,3100,159,NA,NA,4056,,
OK,LEFLORE,3250,13362,609,NA,NA,17221,,
OK,LINCOLN,2430,10854,741,NA,NA,14025,,
OK,LOGAN,4248,13633,1098,NA,NA,18979,,
OK,LOVE,735,2922,132,NA,NA,3789,,
OK,MAJOR,310,2948,149,NA,NA,3407,,
OK,MARSHALL,1096,4206,190,NA,NA,5492,,
OK,MAYES,3423,11555,739,NA,NA,15717,,
OK,MCCLAIN,2894,13169,795,NA,NA,16858,,
OK,MCCURTAIN,1802,8656,268,NA,NA,10726,,
OK,MCINTOSH,2123,5505,335,NA,NA,7963,,
OK,MURRAY,1087,4175,266,NA,NA,5528,,
OK,MUSKOGEE,7977,15043,1196,NA,NA,24216,,
OK,NOBLE,901,3715,262,NA,NA,4878,,
OK,NOWATA,742,3321,174,NA,NA,4237,,
OK,OKFUSKEE,943,2800,200,NA,NA,3943,,
OK,OKLAHOMA,112813,141569,19560,NA,NA,273942,,
OK,OKMULGEE,4385,8944,620,NA,NA,13949,,
OK,OSAGE,5597,12577,792,NA,NA,18966,,
OK,OTTAWA,2584,7631,475,NA,NA,10690,,
OK,PAWNEE,1344,4729,291,NA,NA,6364,,
OK,PAYNE,8788,16651,2321,NA,NA,27760,,
OK,PITTSBURG,3711,12753,807,NA,NA,17271,,
OK,PONTOTOC,3637,10431,763,NA,NA,14831,,
OK,POTTAWATOMIE,6015,17848,1589,NA,NA,25452,,
OK,PUSHMATAHA,748,3581,154,NA,NA,4483,,
OK,ROGER MILLS,151,1547,61,NA,NA,1759,,
OK,ROGERS,7902,30913,2047,NA,NA,40862,,
OK,SEMINOLE,2071,5613,353,NA,NA,8037,,
OK,SEQUOYAH,3061,10888,488,NA,NA,14437,,
OK,STEPHENS,3086,14182,636,NA,NA,17904,,
OK,TEXAS,858,4621,301,NA,NA,5780,,
OK,TILLMAN,657,1944,105,NA,NA,2706,,
OK,TULSA,87847,144258,14949,NA,NA,247054,,
OK,WAGONER,6723,23005,1572,NA,NA,31300,,
OK,WASHINGTON,5048,15825,1351,NA,NA,22224,,
OK,WASHITA,588,3854,189,NA,NA,4631,,
OK,WOODS,522,2947,199,NA,NA,3668,,
OK,WOODWARD,873,6347,375,NA,NA,7595,,
OR,Baker,1797,6218,413,134,217,8779,,
OR,Benton,29193,13445,2692,1595,1828,48753,,
OR,Clackamas,102095,88392,11053,4001,8498,214039,,
OR,Clatsop,9252,8138,973,569,732,19664,,
OR,Columbia,10167,13217,1646,572,1016,26618,,
OR,Coos,10448,17865,1411,755,834,31313,,
OR,Crook,2637,8511,518,157,349,12172,,
OR,Curry,4300,7212,498,273,328,12611,,
OR,Deschutes,42444,45692,5158,1998,3265,98557,,
OR,Douglas,14096,34582,2413,1021,1409,53521,,
OR,Gilliam,239,671,79,7,23,1019,,
OR,Grant,739,3210,209,48,134,4340,,
OR,Harney,683,2912,222,42,115,3974,,
OR,Hood River,6510,3272,511,300,317,10910,,
OR,Jackson,44447,53870,4373,2996,3641,109327,,
OR,Jefferson,2980,5483,493,182,321,9459,,
OR,Josephine,13453,26923,1829,1057,1298,44560,,
OR,Klamath,7210,20435,1525,508,829,30507,,
OR,Lake,639,3022,151,42,76,3930,,
OR,Lane,102753,67141,8476,6302,7278,191950,,
OR,Lincoln,12501,10039,1130,748,838,25256,,
OR,Linn,17995,33488,3431,1339,2466,58719,,
OR,Malheur,2246,7194,427,177,391,10435,,
OR,Marion,57788,63377,7058,2868,5749,136840,,
OR,Morrow,1017,2721,238,52,139,4167,,
OR,Multnomah,292561,67954,12862,12969,12757,399103,,
OR,Polk,16420,18940,2254,907,1774,40295,,
OR,Sherman,202,732,44,11,28,1017,,
OR,Tillamook,5768,6538,760,333,404,13803,,
OR,Umatilla,7673,17059,1457,489,919,27597,,
OR,Union,3249,8431,673,198,417,12968,,
OR,Wallowa,1116,2848,179,82,141,4366,,
OR,Wasco,4781,5833,689,239,422,11964,,
OR,Washington,153251,83197,15266,6005,11513,269232,,
OR,Wheeler,155,591,46,10,16,818,,
OR,Yamhill,19301,23250,3074,1016,2112,48753,,
PA,ADAMS,14219,31423,1251,405,191,47489,,
PA,ALLEGHENY,367617,259480,16102,5097,1818,650114,,
PA,ARMSTRONG,7178,23484,685,141,130,31618,,
PA,BEAVER,32531,48167,2022,496,355,83571,,
PA,BEDFORD,3645,19552,260,102,78,23637,,
PA,BERKS,78437,96626,5247,1974,781,183065,,
PA,BLAIR,13958,39135,1256,338,222,54909,,
PA,BRADFORD,6369,18141,893,137,168,25708,,
PA,BUCKS,167060,164361,8556,3121,1199,344297,,
PA,BUTLER,28584,64428,3062,615,382,97071,,
PA,CAMBRIA,18867,42258,1270,413,264,63072,,
PA,CAMERON,531,1589,53,6,7,2186,,
PA,CARBON,8936,18743,691,265,141,28776,,
PA,CENTRE,37088,35274,2644,798,344,76148,,
PA,CHESTER,141682,116114,7930,2247,827,268800,,
PA,CLARION,4273,12576,469,115,102,17535,,
PA,CLEARFIELD,8200,24932,776,220,143,34271,,
PA,CLINTON,4744,10022,470,121,37,15394,,
PA,COLUMBIA,8934,18004,883,265,142,28228,,
PA,CRAWFORD,10971,24987,1046,271,217,37492,,
PA,CUMBERLAND,47085,69076,3975,939,542,121617,,
PA,DAUPHIN,64706,60863,3498,1177,628,130872,,
PA,DELAWARE,177402,110667,5992,2588,985,297634,,
PA,ELK,3853,10025,401,79,68,14426,,
PA,ERIE,58112,60069,3871,1139,488,123679,,
PA,FAYETTE,17946,34590,853,232,146,53767,,
PA,FOREST,626,1683,60,19,13,2401,,
PA,FRANKLIN,17465,49768,1712,450,336,69731,,
PA,FULTON,912,5694,93,37,35,6771,,
PA,GREENE,4482,10849,284,83,66,15764,,
