state,jurisdiction,clinton,trump,johnson,stein,other,totalvotes,,
ME,BOOTHBAY,980,899,112,40,82,2113,,
ME,BOOTHBAY HARBOR,729,541,64,22,37,1393,,
ME,BOWDOIN,589,1007,81,21,66,1764,,
ME,BOWDOINHAM,876,803,109,41,56,1885,,
ME,BOWERBANK,25,60,3,0,5,93,,
ME,BRADFORD,185,442,26,8,18,679,,
ME,BRADLEY,335,411,42,15,31,834,,
ME,BREMEN,282,194,11,6,20,513,,
ME,BREWER,2165,2585,302,92,160,5304,,
ME,BRIDGEWATER,85,202,17,5,4,313,,
ME,BRIDGTON,1224,1474,158,69,102,3027,,
ME,BRIGHTON PLT,12,32,2,2,1,49,,
ME,BRISTOL,936,767,73,35,83,1894,,
ME,BROOKLIN,346,177,20,16,15,574,,
ME,BROOKS,207,298,32,21,23,581,,
ME,BROOKSVILLE,406,190,15,21,25,657,,
ME,BROWNFIELD,366,428,42,11,31,878,,
ME,BROWNVILLE,211,332,37,13,18,611,,
ME,BRUNSWICK,7992,3647,579,236,438,12892,,
ME,BUCKFIELD,371,619,58,19,45,1112,,
ME,BUCKSPORT,1035,1335,148,47,90,2655,,
ME,BURLINGTON,41,131,10,6,6,194,,
ME,BURNHAM,213,404,35,13,24,689,,
ME,BUXTON,1895,2538,237,82,146,4898,,
ME,BYRON,29,52,3,5,4,93,,
ME,CALAIS,574,762,90,16,63,1505,,
ME,CAMBRIDGE,65,173,18,5,8,269,,
ME,CAMDEN,2430,802,80,60,131,3503,,
ME,CANAAN,362,647,78,27,42,1156,,
ME,CANTON,152,242,37,76,32,539,,
ME,CAPE ELIZABETH,4480,1593,229,70,226,6598,,
ME,CARATUNK,27,23,0,0,0,50,,
ME,CARIBOU,1595,2106,213,45,130,4089,,
ME,CARMEL,459,1019,79,20,55,1632,,
ME,CARRABASSETT VALLEY,264,127,32,23,28,474,,
ME,CARROLL PLT,17,72,2,3,1,95,,
ME,CARTHAGE,90,139,20,33,10,292,,
ME,CARY PLT,24,81,6,1,6,118,,
ME,CASCO,819,1117,104,46,69,2155,,
ME,CASTINE,329,205,37,8,21,600,,
ME,CASTLE HILL,85,123,11,3,12,234,,
ME,CASWELL,73,58,6,4,8,149,,
ME,CATHANCE TWP,5,6,0,0,0,11,,
ME,CENTERVILLE TWP,4,13,0,0,1,18,,
ME,CHAPMAN,99,156,15,5,4,279,,
ME,CHARLESTON,140,532,20,9,15,716,,
ME,CHARLOTTE,51,114,4,6,10,185,,
ME,CHEBEAGUE ISLAND,232,66,17,11,3,329,,
ME,CHELSEA,520,860,63,26,58,1527,,
ME,CHERRYFIELD,200,366,38,20,27,651,,
ME,CHESTER,65,244,14,4,5,332,,
ME,CHESTERVILLE,276,375,60,15,21,747,,
ME,CHINA,919,1347,135,42,73,2516,,
ME,CLIFTON,170,293,30,11,14,518,,
ME,CLINTON,521,1012,86,29,59,1707,,
ME,COLUMBIA,43,151,9,4,13,220,,
ME,COLUMBIA FALLS,82,190,14,7,9,302,,
ME,CONCORD TOWNSHIP,0,3,0,0,0,3,,
ME,COOPER,33,55,3,2,2,95,,
ME,COPLIN PLT,38,44,11,3,7,103,,
ME,CORINNA,304,738,61,22,36,1161,,
ME,CORINTH,368,1057,60,9,37,1531,,
ME,CORNISH,332,397,64,18,25,836,,
ME,CORNVILLE,251,410,36,16,19,732,,
ME,CRANBERRY ISLES,100,41,6,4,2,153,,
ME,CRAWFORD,21,48,2,1,1,73,,
ME,CRIEHAVEN TOWNSHIP,1,0,0,0,0,1,,
ME,CROSS LAKE TWP (T17 R5),53,55,9,2,2,121,,
ME,CRYSTAL,33,102,8,3,3,149,,
ME,CUMBERLAND,3184,1755,283,55,228,5505,,
ME,CUSHING,372,440,34,12,24,882,,
ME,CUTLER,70,202,7,6,12,297,,
ME,CYR PLT,22,28,1,0,2,53,,
ME,DALLAS PLT,90,92,15,4,6,207,,
ME,DAMARISCOTTA,767,454,70,23,58,1372,,
ME,DANFORTH,92,243,20,5,13,373,,
ME,DAYTON,467,668,72,23,40,1270,,
ME,DEBLOIS,6,30,1,1,1,39,,
ME,DEDHAM,450,542,57,20,31,1100,,
ME,DEER ISLE,684,453,43,21,29,1230,,
ME,DENMARK,285,382,40,21,24,752,,
ME,DENNISTOWN PLT,5,19,0,0,2,26,,
ME,DENNYSVILLE,94,196,25,7,16,338,,
ME,DETROIT,147,228,19,10,11,415,,
ME,DEXTER,572,1062,103,38,54,1829,,
ME,DIXFIELD,415,709,90,24,68,1306,,
ME,DIXMONT,232,431,31,20,32,746,,
ME,DOVER-FOXCROFT,789,1138,111,58,80,2176,,
ME,DRESDEN,447,513,63,20,46,1089,,
ME,DREW PLT,3,20,1,0,0,24,,
ME,DURHAM,1084,1266,147,43,71,2611,,
ME,DYER BROOK,38,96,9,4,3,150,,
ME,E TWP,5,28,1,1,0,35,,
ME,EAGLE LAKE,218,231,16,3,15,483,,
ME,EAST MACHIAS,245,424,27,15,16,727,,
ME,EAST MILLINOCKET,373,494,37,17,29,950,,
ME,EASTBROOK,66,150,16,6,6,244,,
ME,EASTON,217,408,28,15,21,689,,
ME,EASTPORT,408,309,24,39,35,815,,
ME,EDDINGTON,444,784,86,20,33,1367,,
ME,EDGECOMB,422,321,47,14,19,823,,
ME,EDINBURG,26,47,0,1,1,75,,
ME,ELIOT,2257,1704,200,58,134,4353,,
ME,ELLIOTTSVILLE TWP,7,6,1,1,1,16,,
ME,ELLSWORTH,1810,2113,242,90,146,4401,,
ME,EMBDEN,167,322,23,10,13,535,,
ME,ENFIELD,259,493,56,9,36,853,,
ME,ETNA,198,385,35,16,23,657,,
ME,EUSTIS,136,222,37,12,18,425,,
ME,EXETER,177,330,28,6,9,550,,
ME,FAIRFIELD,1250,1745,206,56,125,3382,,
ME,FALMOUTH,4877,2633,305,107,257,8179,,
ME,FARMINGDALE,773,761,96,32,61,1723,,
ME,FARMINGTON,1979,1483,260,104,157,3983,,
ME,FAYETTE,344,373,40,10,22,789,,
ME,FORT FAIRFIELD,659,888,70,13,74,1704,,
ME,FORT KENT,986,997,95,30,79,2187,,
ME,FRANKFORT,220,381,34,14,22,671,,
ME,FRANKLIN,303,426,48,11,23,811,,
ME,FREEDOM,172,209,32,12,15,440,,
ME,FREEPORT,3442,1644,265,86,178,5615,,
ME,FRENCHBORO,7,23,0,2,1,33,,
ME,FRENCHVILLE,264,312,22,8,20,626,,
ME,FRIENDSHIP,271,425,31,13,18,758,,
ME,FRYE ISLAND,43,26,8,0,1,78,,
ME,FRYEBURG,810,768,134,38,83,1833,,
ME,GARDINER,1446,1361,156,80,77,3120,,
ME,GARFIELD PLT,14,31,4,1,3,53,,
ME,GARLAND,167,344,34,7,25,577,,
ME,GEORGETOWN,402,281,29,32,25,769,,
ME,GILEAD,42,62,10,2,2,118,,
ME,GLENBURN,933,1411,143,34,85,2606,,
ME,GLENWOOD PLT,0,2,0,0,0,2,,
ME,GORHAM,4995,3945,486,161,360,9947,,
ME,GOULDSBORO,409,559,39,11,16,1034,,
ME,GRAND FALLS TOWNSHIP,1,2,2,2,0,7,,
ME,GRAND ISLE,122,93,4,4,10,233,,
ME,GRAND LAKE STREAM PLT,32,59,8,0,3,102,,
ME,GRAY,2021,2397,269,81,163,4931,,
ME,GREAT POND,15,22,3,1,0,41,,
ME,GREENBUSH,185,440,45,12,27,709,,
ME,GREENE,810,1542,150,26,69,2597,,
ME,GREENVILLE,407,625,41,11,44,1128,,
ME,GREENWOOD,213,211,27,7,16,474,,
ME,GRINDSTONE/HERSEYTOWN/SOLDIERTOWN TWP,4,18,2,0,1,25,,
ME,GUILFORD,222,401,32,20,27,702,,
ME,HALLOWELL,1093,374,71,46,75,1659,,
ME,HAMLIN,48,52,0,1,3,104,,
ME,HAMMOND,8,37,3,1,1,50,,
ME,HAMPDEN,1929,2103,272,74,154,4532,,
ME,HANCOCK,507,678,73,29,44,1331,,
ME,HANOVER,84,85,11,5,4,189,,
ME,HARMONY,154,293,17,6,23,493,,
ME,HARPSWELL,1881,1316,128,51,107,3483,,
ME,HARRINGTON,129,322,19,8,23,501,,
ME,HARRISON,568,760,80,38,51,1497,,
ME,HARTFORD,206,378,43,10,18,655,,
ME,HARTLAND,222,600,37,9,20,888,,
ME,HAYNESVILLE,11,33,2,1,3,50,,
ME,HEBRON,249,397,74,10,23,753,,
ME,HERMON,1101,2170,171,35,111,3588,,
ME,HERSEY,4,23,5,0,2,34,,
ME,HERSEYTOWN TWP,0,13,1,1,0,15,,
ME,HIGHLAND PLT,33,70,5,5,5,118,,
ME,HIRAM,312,442,49,19,35,857,,
ME,HODGDON,148,499,22,6,15,690,,
ME,HOLDEN,719,1123,102,36,70,2050,,
ME,HOLLIS,1015,1329,154,58,84,2640,,
ME,HOPE,537,418,44,20,29,1048,,
ME,HOULTON,940,1573,134,36,89,2772,,
ME,HOWLAND,248,387,28,6,29,698,,
ME,HUDSON,194,490,38,12,24,758,,
ME,INDIAN TOWNSHIP,184,59,13,1,24,281,,
ME,INDUSTRY,189,234,28,8,11,470,,
ME,ISLAND FALLS,123,249,16,11,20,419,,
ME,ISLE AU HAUT,38,15,3,7,3,66,,
ME,ISLESBORO,280,116,14,9,11,430,,
ME,JACKMAN,121,376,20,5,22,544,,
ME,JACKSON,104,189,20,6,15,334,,
ME,JAY,1143,1184,142,28,103,2600,,
ME,JEFFERSON,548,874,88,40,63,1613,,
ME,JONESBORO,119,177,23,3,19,341,,
ME,JONESPORT,240,377,34,10,27,688,,
ME,KENDUSKEAG,202,461,45,17,17,742,,
ME,KENNEBUNK,4224,2648,345,125,308,7650,,
ME,KENNEBUNKPORT,1356,910,98,30,108,2502,,
ME,KINGFIELD,297,403,65,18,27,810,,
ME,KINGMAN TWP,16,53,1,0,1,71,,
ME,KINGSBURY PLT,9,9,1,0,0,19,,
ME,KITTERY,3474,1746,264,82,182,5748,,
ME,KNOX,131,281,23,9,15,459,,
ME,LAGRANGE,112,237,9,4,8,370,,
ME,LAKE VIEW PLT,33,39,0,0,1,73,,
ME,LAKEVILLE,18,32,6,0,3,59,,
ME,LAMOINE,481,516,60,12,43,1112,,
ME,LEBANON,939,1945,165,57,92,3198,,
ME,LEE,137,358,11,8,20,534,,
ME,LEEDS,414,751,75,17,42,1299,,
ME,LEVANT,424,1025,74,15,57,1595,,
ME,LEWISTON,8222,7336,944,236,519,17257,,
ME,LEXINGTON TWP/SPRING LAKE TWP,4,14,2,1,0,21,,
ME,LIBERTY,233,267,31,13,22,566,,
ME,LIMERICK,642,843,87,36,64,1672,,
ME,LIMESTONE,325,410,37,15,25,812,,
ME,LIMINGTON,697,1195,103,36,63,2094,,
ME,LINCOLN,704,1574,124,39,92,2533,,
ME,LINCOLN PLT,8,17,1,0,3,29,,
ME,LINCOLNVILLE,883,510,78,43,60,1574,,
ME,LINNEUS,88,358,17,3,16,482,,
ME,LISBON,1697,2749,281,83,136,4946,,
ME,LITCHFIELD,701,1156,109,43,76,2085,,
ME,LITTLETON,112,356,19,7,15,509,,
ME,LIVERMORE,471,704,64,22,78,1339,,
ME,LIVERMORE FALLS,550,728,114,43,51,1486,,
ME,LONG ISLAND,109,52,7,2,6,176,,
ME,LOVELL,313,335,44,8,16,716,,
ME,LOWELL,61,155,4,9,3,232,,
ME,LUBEC,374,359,26,19,45,823,,
ME,LUDLOW,65,140,19,4,6,234,,
ME,LYMAN,1038,1300,132,62,85,2617,,
ME,MACHIAS,387,454,56,29,73,999,,
ME,MACHIASPORT,184,249,12,38,23,506,,
ME,MACWAHOC PLT,14,27,2,0,1,44,,
ME,MADAWASKA,1178,845,94,36,93,2246,,
ME,MADAWASKA LAKE TWP (T16 R4),57,47,1,1,2,108,,
ME,MADISON,813,1262,107,30,94,2306,,
ME,MAGALLOWAY PLT,2,15,0,0,1,18,,
ME,MANCHESTER,746,769,84,19,61,1679,,
ME,MAPLETON,359,693,57,13,33,1155,,
ME,MARIAVILLE,91,165,20,4,12,292,,
ME,MARS HILL,193,518,28,8,35,782,,
ME,MARSHFIELD,101,185,13,6,12,317,,
ME,MASARDIS,44,79,3,2,2,130,,
ME,MATINICUS ISLE PLT,33,18,0,0,2,53,,
ME,MATTAMISCONTIS TOWNSHIP,1,40,1,0,0,42,,
ME,MATTAWAMKEAG,105,222,17,7,11,362,,
ME,MAXFIELD,17,36,3,2,0,58,,
ME,MECHANIC FALLS,515,871,117,24,59,1586,,
ME,MEDDYBEMPS,30,62,5,1,7,105,,
ME,MEDFORD,44,96,5,3,4,152,,
ME,MEDWAY,193,508,23,7,20,751,,
ME,MERCER,158,225,16,8,17,424,,
ME,MERRILL,37,82,11,3,4,137,,
ME,MEXICO,544,647,85,28,58,1362,,
ME,MILBRIDGE,266,361,32,8,28,695,,
ME,MILFORD,783,809,109,31,48,1780,,
ME,MILLINOCKET,913,1161,101,32,78,2285,,
ME,MILLINOCKET PENOBSCOT TOWNSHIPS,62,63,4,1,6,136,,
ME,MILLINOCKET PISCATAQUS TOWNSHIPS,14,52,0,0,1,67,,
ME,MILO,385,696,55,22,81,1239,,
ME,MILTON TWP,26,53,4,2,3,88,,
ME,MINOT,539,981,100,22,41,1683,,
ME,MOLUNKUS TWP,19,29,0,0,0,48,,
ME,MONHEGAN ISLAND PLT,40,6,2,9,3,60,,
ME,MONMOUTH,865,1271,166,36,74,2412,,
ME,MONROE,247,246,32,17,19,561,,
ME,MONSON,159,255,17,10,17,458,,
ME,MONTICELLO,96,296,8,6,19,425,,
ME,MONTVILLE,288,279,28,30,22,647,,
ME,MOOSE RIVER,15,94,5,1,4,119,,
ME,MORO PLT,1,25,0,0,1,27,,
ME,MORRILL,192,296,29,6,28,551,,
ME,MOSCOW,88,155,3,8,9,263,,
ME,MOUNT CHASE,23,71,4,2,7,107,,
ME,MOUNT DESERT,917,389,54,21,55,1436,,
ME,MOUNT VERNON,458,475,63,27,41,1064,,
ME,NAPLES,826,1277,118,39,73,2333,,
ME,NASHVILLE PLT,7,12,1,0,0,20,,
ME,NEW CANADA,68,85,4,4,3,164,,
ME,NEW GLOUCESTER,1350,1657,167,61,129,3364,,
ME,NEW LIMERICK,97,224,11,2,13,347,,
ME,NEW PORTLAND,153,226,29,19,15,442,,
ME,NEW SHARON,310,498,69,31,34,942,,
ME,NEW SWEDEN,147,185,24,8,13,377,,
ME,NEW VINEYARD,130,256,29,7,28,450,,
ME,NEWBURGH,328,546,41,14,37,966,,
ME,NEWCASTLE,786,380,43,15,46,1270,,
ME,NEWFIELD,285,501,43,13,30,872,,
ME,NEWPORT,576,1026,86,31,51,1770,,
ME,NEWRY,136,109,14,10,13,282,,
ME,NOBLEBORO,548,518,45,26,39,1176,,
ME,NORRIDGEWOCK,636,1022,92,32,58,1840,,
ME,NORTH BERWICK,1165,1419,153,66,94,2897,,
ME,NORTH HAVEN,189,67,18,11,16,301,,
ME,NORTH YARMOUTH,1493,922,118,35,88,2656,,
ME,NORTHFIELD,38,65,2,2,1,108,,
ME,NORTHPORT,528,408,48,16,37,1037,,
ME,NORWAY,1056,1313,152,36,136,2693,,
ME,OAKFIELD,102,254,16,7,13,392,,
ME,OAKLAND,1442,1715,232,64,143,3596,,
ME,OGUNQUIT,564,286,24,10,37,921,,
ME,OLD ORCHARD BEACH,2978,2147,223,86,165,5599,,
ME,OLD TOWN,2029,1514,245,90,137,4015,,
ME,ORIENT,13,69,1,1,5,89,,
ME,ORLAND,623,651,72,31,25,1402,,
ME,ORONO,3420,1445,364,115,212,5556,,
ME,ORRINGTON,869,1313,131,38,64,2415,,
ME,OSBORN,14,26,1,0,0,41,,
ME,OTIS,137,260,25,3,24,449,,
ME,OTISFIELD,423,560,60,22,29,1094,,
ME,OWLS HEAD,496,431,35,36,40,1038,,
ME,OXBOW PLT,10,25,1,1,1,38,,
ME,OXFORD,694,1270,150,39,77,2230,,
ME,PALERMO,308,467,60,18,37,890,,
ME,PALMYRA,309,681,54,20,25,1089,,
ME,PARIS,1034,1372,177,55,114,2752,,
ME,PARKMAN,151,283,38,3,23,498,,
ME,PARSONSFIELD,367,552,59,22,27,1027,,
ME,PASSADUMKEAG,37,165,10,3,9,224,,
ME,PATTEN,138,322,20,7,24,511,,
ME,PEMBROKE,191,273,15,12,9,500,,
ME,PENOBSCOT,445,279,29,29,28,810,,
ME,PENOBSCOT NATION VOTING DISTRICT,198,43,10,20,13,284,,
ME,PERHAM,60,119,9,7,12,207,,
ME,PERKINS TOWNSHIP,8,4,1,0,0,13,,
ME,PERRY,171,266,17,5,12,471,,
ME,PERU,321,547,63,10,37,978,,
ME,PHILLIPS,230,344,34,14,27,649,,
ME,PHIPPSBURG,617,692,67,27,37,1440,,
ME,PITTSFIELD,670,1072,126,40,72,1980,,
ME,PITTSTON,577,936,101,29,80,1723,,
ME,PLEASANT POINT VOTING DISTRICT,162,47,15,19,12,255,,
ME,PLEASANT RIDGE PLT,11,33,4,0,3,51,,
ME,PLYMOUTH,184,484,42,11,27,748,,
ME,POLAND,1244,1685,199,58,98,3284,,
ME,PORTAGE LAKE,88,153,6,3,10,260,,
ME,PORTER,270,462,48,10,32,822,,
ME,PORTLAND,28534,6789,1226,987,1041,38577,,
ME,POWNAL,556,421,60,16,35,1088,,
ME,PRENTISS TWP,18,70,1,2,7,98,,
ME,PRESQUE ISLE,1779,2102,281,78,185,4425,,
ME,PRINCETON,119,330,34,12,15,510,,
ME,PROSPECT,157,224,17,5,15,418,,
ME,RANDOLPH,426,475,59,18,40,1018,,
ME,RANGELEY,287,384,37,11,24,743,,
ME,RANGELEY PLT,51,97,5,3,6,162,,
ME,RAYMOND,1263,1381,93,74,87,2898,,
ME,READFIELD,793,710,84,29,50,1666,,
ME,REED PLT,14,61,0,3,1,79,,
ME,RICHMOND,733,961,115,53,77,1939,,
ME,RIPLEY,72,155,12,21,9,269,,
ME,ROBBINSTON,114,183,13,9,11,330,,
ME,ROCKLAND,2024,1209,147,105,165,3650,,
ME,ROCKPORT,1381,740,107,35,99,2362,,
ME,ROCKWOOD STRIP TWP,57,156,4,1,6,224,,
ME,ROME,282,268,28,16,28,622,,
ME,ROQUE BLUFFS,90,72,4,1,6,173,,
ME,ROXBURY,76,143,17,4,9,249,,
ME,RUMFORD,1137,1400,182,67,138,2924,,
ME,SABATTUS,865,1701,152,50,82,2850,,
ME,SACO,5902,4067,487,189,366,11011,,
ME,SAINT AGATHA,258,279,28,6,15,586,,
ME,SAINT ALBANS,282,768,52,27,34,1163,,
ME,SAINT FRANCIS,127,96,10,3,10,246,,
ME,SAINT GEORGE,930,621,47,29,62,1689,,
ME,SAINT JOHN PLT,58,92,9,3,5,167,,
ME,SANDY RIVER PLT,45,40,1,5,2,93,,
ME,SANFORD,4447,4744,555,231,385,10362,,
ME,SANGERVILLE,209,455,32,16,19,731,,
ME,SCARBOROUGH,6893,4918,533,191,459,12994,,
ME,SEARSMONT,370,390,45,23,25,853,,
ME,SEARSPORT,689,710,78,36,57,1570,,
ME,SEBAGO,421,600,64,20,27,1132,,
ME,SEBEC,102,257,18,6,12,395,,
ME,SEBOEIS PLT,15,19,0,0,1,35,,
ME,SEDGWICK,397,287,33,16,30,763,,
ME,SHAPLEIGH,534,874,89,35,36,1568,,
ME,SHERMAN,141,467,20,6,13,647,,
ME,SHIRLEY,43,93,8,1,5,150,,
ME,SIDNEY,939,1411,160,46,110,2666,,
ME,SKOWHEGAN,1674,2046,211,67,157,4155,,
ME,SMITHFIELD,244,319,29,13,19,624,,
ME,SMYRNA,38,99,4,4,8,153,,
ME,SOLON,233,316,22,16,20,607,,
ME,SOMERVILLE,101,197,29,8,11,346,,
ME,SORRENTO,99,87,11,4,9,210,,
ME,SOUTH BERWICK,2227,1616,223,70,129,4265,,
ME,SOUTH BRISTOL,332,229,40,13,16,630,,
ME,SOUTH PORTLAND,9919,3950,526,291,419,15105,,
ME,SOUTH THOMASTON,445,383,46,13,39,926,,
ME,SOUTHPORT,218,179,18,5,11,431,,
ME,SOUTHWEST HARBOR,646,400,31,15,43,1135,,
ME,SPRINGFIELD,34,130,7,1,6,178,,
ME,STACYVILLE,35,148,3,5,8,199,,
ME,STANDISH,2144,2873,280,80,178,5555,,
ME,STARKS,122,182,15,14,24,357,,
ME,STATE UOCAVA,3017,648,203,101,80,4049,,
ME,STETSON,206,433,52,17,24,732,,
ME,STEUBEN,199,368,38,13,22,640,,
ME,STOCKHOLM,67,53,7,25,5,157,,
ME,STOCKTON SPRINGS,445,471,43,28,34,1021,,
ME,STONEHAM,77,89,5,0,5,176,,
ME,STONINGTON,350,214,19,14,14,611,,
ME,STOW,97,98,15,3,14,227,,
ME,STRONG,225,460,54,13,28,780,,
ME,SULLIVAN,285,300,51,14,27,677,,
ME,SUMNER,187,299,28,13,32,559,,
ME,SURRY,490,418,46,25,37,1016,,
ME,SWANS ISLAND,102,122,13,8,9,254,,
ME,SWANVILLE,286,404,49,24,36,799,,
ME,SWEDEN,115,116,14,3,8,256,,
ME,T10 R15 WELS,0,1,0,0,0,1,,
ME,T10 SD TWP,4,10,0,0,0,14,,
ME,T11 R4 WELS TWP,7,15,0,1,1,24,,
ME,T12/R13 WELS/T9 R8 WELS,2,1,0,0,0,3,,
ME,T15 R6 TWP,0,7,1,0,1,9,,
ME,T17 R3 VAN BUREN COVE TWP,8,12,2,0,2,24,,
ME,T22 MD TWP,0,5,0,0,0,5,,
ME,T26 ED BPP TOWNSHIP,0,3,0,0,0,3,,
ME,T3 ND TWP,3,3,0,0,0,6,,
ME,T4 R3 TWP,1,0,0,0,0,1,,
ME,T5 R7 TWP/T5 R8 TWP/T6 R8 TWPS,4,8,0,0,0,12,,
ME,T7 SD TWP,0,0,2,3,0,5,,
ME,T9 SD/T10 SD TWP,2,5,0,0,0,7,,
ME,TALMADGE,13,22,2,0,3,40,,
ME,TD R2 WELS,4,0,0,0,0,4,,
ME,TEMPLE,154,146,15,6,7,328,,
ME,THE FORKS PLT,9,21,10,0,4,44,,
ME,THOMASTON,785,581,63,38,49,1516,,
ME,THORNDIKE,189,191,24,19,19,442,,
ME,TOPSFIELD,20,95,2,3,1,121,,
ME,TOPSHAM,3109,2328,354,91,223,6105,,
ME,TREMONT,477,381,44,19,22,943,,
ME,TRENTON,398,396,42,15,27,878,,
ME,TROY,216,288,33,16,21,574,,
ME,TURNER,1083,2010,149,46,95,3383,,
ME,UNION,582,665,59,27,36,1369,,
ME,UNITY,448,474,70,44,34,1070,,
ME,UPTON,13,39,3,1,4,60,,
ME,VAN BUREN,501,391,27,11,34,964,,
ME,VANCEBORO,28,57,5,3,2,95,,
ME,VASSALBORO,904,1335,126,34,81,2480,,
ME,VEAZIE,556,483,53,24,52,1168,,
ME,VERONA ISLAND,122,164,19,2,7,314,,
ME,VIENNA,157,195,25,8,11,396,,
ME,VINALHAVEN,448,249,34,32,24,787,,
ME,WADE,41,86,11,4,4,146,,
ME,WAITE,12,34,5,0,0,51,,
ME,WALDO,192,244,18,21,14,489,,
ME,WALDOBORO,1133,1409,123,46,123,2834,,
ME,WALES,219,578,64,6,24,891,,
ME,WALLAGRASS,154,127,9,1,10,301,,
ME,WALTHAM,48,141,15,3,3,210,,
ME,WARREN,765,1181,109,45,53,2153,,
ME,WASHBURN,284,482,45,7,46,864,,
ME,WASHINGTON,323,507,50,36,34,950,,
ME,WASHINGTON TWP,7,9,1,0,0,17,,
ME,WATERBORO,1373,2189,231,82,125,4000,,
ME,WATERFORD,338,493,59,20,37,947,,
ME,WATERVILLE,4171,2424,412,152,274,7433,,
ME,WAYNE,424,321,42,15,13,815,,
ME,WEBSTER PLT,5,26,1,0,0,32,,
ME,WELD,109,148,17,1,13,288,,
ME,WELLINGTON,48,62,5,2,3,120,,
ME,WELLS,3275,2807,334,86,291,6793,,
ME,WESLEY,27,44,3,2,7,83,,
ME,WEST BATH,572,562,51,20,52,1257,,
ME,WEST FORKS PLT,15,31,3,0,0,49,,
ME,WEST GARDINER,792,1186,121,41,69,2209,,
ME,WEST PARIS,340,544,77,21,33,1015,,
ME,WESTBROOK,5431,3573,493,200,323,10020,,
ME,WESTFIELD,85,146,13,1,13,258,,
ME,WESTMANLAND,24,24,0,1,0,49,,
ME,WESTON,55,121,1,3,5,185,,
ME,WESTPORT ISLAND,241,219,29,12,15,516,,
ME,WHITEFIELD,605,687,62,38,39,1431,,
ME,WHITING,139,168,10,4,14,335,,
ME,WHITNEYVILLE,41,56,10,2,6,115,,
ME,WILLIMANTIC,20,58,4,0,6,88,,
ME,WILTON,872,1066,155,30,105,2228,,
ME,WINDHAM,4308,4860,517,169,286,10140,,
ME,WINDSOR,406,813,90,31,48,1388,,
ME,WINN,36,151,4,3,7,201,,
ME,WINSLOW,1825,2100,255,68,158,4406,,
ME,WINTER HARBOR,113,153,25,8,11,310,,
ME,WINTERPORT,866,1109,135,35,85,2230,,
ME,WINTERVILLE PLT,53,73,5,2,5,138,,
ME,WINTHROP,1683,1602,208,86,129,3708,,
ME,WISCASSET,864,1164,105,39,79,2251,,
ME,WOODLAND,231,392,33,6,24,686,,
ME,WOODSTOCK,274,404,54,16,48,796,,
ME,WOODVILLE,23,99,7,1,1,131,,
ME,WOOLWICH,827,1001,111,26,58,2023,,
ME,WYMAN TWP,10,17,0,3,3,33,,
ME,YARMOUTH,3705,1503,236,71,210,5725,,
ME,YORK,4929,3260,374,109,356,9028,,
MI,ALCONA,1732,4201,164,54,47,6198,,
MI,ALGER,1663,2585,177,67,26,4518,,
